customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_group,monthly_charge_band,estimated_CLV
3719-TDVQB,Female,1,Yes,No,54,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",18.95,1031.10,No,0,"49+ Months","Low charge",1023.30
6328-ZPBGN,Female,1,No,No,11,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.15,997.65,Yes,1,"0-12 Months","High charge",1046.65
0201-MIBOL,Female,1,No,No,66,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",102.40,6471.85,No,0,"49+ Months","High charge",6758.40
4937-QPZPO,Male,0,Yes,Yes,61,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",99.90,6241.35,No,0,"49+ Months","High charge",6093.90
2925-VDZHY,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",88.70,6501.35,No,0,"49+ Months","High charge",6386.40
6981-TDRFT,Male,0,Yes,Yes,44,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",54.30,2317.10,No,0,"25-48 Months","Medium charge",2389.20
3413-CSSTH,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",55.70,2237.55,No,0,"25-48 Months","Medium charge",2283.70
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",103.95,5231.30,No,0,"49+ Months","High charge",5197.50
4789-KWMXN,Male,0,Yes,No,47,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",110.85,5275.80,Yes,1,"25-48 Months","High charge",5209.95
0224-NIJLP,Male,0,Yes,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.15,165.50,No,0,"0-12 Months","Low charge",161.20
7542-CYDDM,Male,0,No,No,18,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.05,358.50,No,0,"13-24 Months","Low charge",360.90
4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",91.95,6614.90,No,0,"49+ Months","High charge",6620.40
2867-UIMSS,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.50,80.50,Yes,1,"0-12 Months","High charge",80.50
8495-PRWFH,Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",55.65,2421.75,No,0,"25-48 Months","Medium charge",2337.30
0439-IFYUN,Female,1,No,No,18,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.70,1294.60,No,0,"13-24 Months","High charge",1344.60
5716-LIBJC,Female,0,No,Yes,13,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",104.15,1299.10,No,0,"13-24 Months","High charge",1353.95
2868-LLSKM,Female,0,Yes,Yes,68,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",83.65,5733.40,No,0,"49+ Months","High charge",5688.20
8111-RKSPX,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",72.20,305.55,Yes,1,"0-12 Months","High charge",288.80
2988-QRAJY,Male,0,No,No,69,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",110.05,7430.75,No,0,"49+ Months","High charge",7593.45
1585-MQSSU,Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",51.50,900.50,Yes,1,"13-24 Months","Medium charge",875.50
0071-NDAFP,Male,0,Yes,Yes,25,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.50,630.60,No,0,"25-48 Months","Low charge",637.50
2856-NNASM,Male,1,No,No,43,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",89.55,3856.75,Yes,1,"25-48 Months","High charge",3850.65
7328-ZJAJO,Female,0,Yes,Yes,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.50,1222.65,No,0,"49+ Months","Low charge",1150.50
6458-CYIDZ,Female,1,No,No,5,Yes,No,"Fiber optic",Yes,Yes,No,No,No,No,Month-to-month,No,"Electronic check",80.70,374.80,No,0,"0-12 Months","High charge",403.50
8559-CIZFV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"One year",No,"Mailed check",77.50,1625.00,Yes,1,"13-24 Months","High charge",1627.50
1090-PYKCI,Female,0,Yes,Yes,69,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",105.10,7234.80,No,0,"49+ Months","High charge",7251.90
3058-WQDRE,Male,0,No,No,13,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",25.15,331.85,No,0,"13-24 Months","Low charge",326.95
7547-EKNFS,Male,0,Yes,No,42,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",95.25,3959.35,Yes,1,"25-48 Months","High charge",4000.50
2279-AXJJK,Male,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",95.65,5088.40,No,0,"49+ Months","High charge",4973.80
6769-DYBQN,Male,1,No,No,46,Yes,No,"Fiber optic",Yes,No,No,No,No,Yes,Month-to-month,No,"Electronic check",85.00,3969.40,Yes,1,"25-48 Months","High charge",3910.00
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",80.80,4860.85,No,0,"49+ Months","High charge",4928.80
3417-TSCIC,Male,0,No,No,29,No,"No phone service",DSL,No,No,No,No,No,No,"One year",Yes,"Mailed check",24.85,788.05,No,0,"25-48 Months","Low charge",720.65
1042-HFUCW,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",54.75,1266.35,No,0,"25-48 Months","Medium charge",1368.75
4439-JMPMT,Female,0,Yes,Yes,5,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",85.75,470.95,Yes,1,"0-12 Months","High charge",428.75
6537-OTKMY,Male,0,No,No,15,No,"No phone service",DSL,No,No,Yes,No,Yes,Yes,"One year",No,"Electronic check",50.75,688.20,No,0,"13-24 Months","Medium charge",761.25
8999-EXMNO,Female,0,Yes,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.15,387.70,No,0,"13-24 Months","Low charge",382.85
6725-TPKJO,Male,0,No,No,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.05,845.25,No,0,"25-48 Months","Low charge",882.20
2446-BEGGB,Female,1,No,No,6,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",98.25,560.60,Yes,1,"0-12 Months","High charge",589.50
7162-WPHPM,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",71.60,4230.25,No,0,"49+ Months","High charge",4152.80
1599-MMYRQ,Male,0,Yes,Yes,62,Yes,No,"Fiber optic",Yes,Yes,No,No,No,No,"One year",Yes,"Credit card (automatic)",81.45,4983.05,No,0,"49+ Months","High charge",5049.90
8821-KVZKQ,Female,0,Yes,Yes,70,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",58.40,4113.15,No,0,"49+ Months","Medium charge",4088.00
1496-GGSUK,Female,1,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",25.70,25.70,Yes,1,"0-12 Months","Low charge",25.70
6434-TTGJP,Male,0,Yes,Yes,10,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Credit card (automatic)",53.70,521.00,No,0,"0-12 Months","Medium charge",537.00
0042-JVWOJ,Male,0,No,No,26,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",19.60,471.85,No,0,"25-48 Months","Low charge",509.60
0130-SXOUN,Male,0,No,No,66,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Credit card (automatic)",89.40,5976.90,No,0,"49+ Months","High charge",5900.40
2575-GFSOE,Female,0,Yes,Yes,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.00,506.90,Yes,1,"0-12 Months","Medium charge",483.00
2330-PQGDQ,Male,0,Yes,Yes,51,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",84.20,4299.75,No,0,"49+ Months","High charge",4294.20
1452-UZOSF,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",106.10,7548.60,No,0,"49+ Months","High charge",7639.20
2097-YVPKN,Male,0,No,No,65,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.75,1654.75,No,0,"49+ Months","Low charge",1673.75
2842-JTCCU,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",46.05,80.35,Yes,1,"0-12 Months","Medium charge",92.10
8597-CTXVJ,Male,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Bank transfer (automatic)",64.95,4551.50,No,0,"49+ Months","Medium charge",4546.50
6631-HMANX,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.45,6227.50,No,0,"49+ Months","High charge",6152.40
9962-BFPDU,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.05,20.05,No,0,"0-12 Months","Low charge",20.05
3296-SILRA,Female,1,Yes,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",76.40,76.40,Yes,1,"0-12 Months","High charge",76.40
9681-OXGVC,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.50,514.00,Yes,1,"0-12 Months","High charge",502.50
6394-HHHZM,Male,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.70,57.50,No,0,"0-12 Months","Low charge",62.10
5995-LFTLE,Male,0,No,No,58,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.30,1474.35,No,0,"49+ Months","Low charge",1467.40
5180-UCIIQ,Male,1,Yes,Yes,22,No,"No phone service",DSL,Yes,No,No,No,No,Yes,Month-to-month,No,"Mailed check",40.05,880.20,Yes,1,"13-24 Months","Medium charge",881.10
1932-UEDCX,Male,1,Yes,No,33,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",100.60,3270.25,No,0,"25-48 Months","High charge",3319.80
7153-OANIO,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",69.95,69.95,Yes,1,"0-12 Months","Medium charge",69.95
5188-HGMLP,Male,1,Yes,No,54,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",74.00,3919.15,No,0,"49+ Months","High charge",3996.00
0665-XHDJU,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"Two year",Yes,"Electronic check",99.40,7285.70,No,0,"49+ Months","High charge",7156.80
6521-YYTYI,Male,0,No,Yes,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.30,93.30,Yes,1,"0-12 Months","High charge",93.30
8878-HMWBV,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",49.15,169.05,Yes,1,"0-12 Months","Medium charge",147.45
8265-HKSOW,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Credit card (automatic)",107.45,7658.30,No,0,"49+ Months","High charge",7736.40
3544-FBCAS,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",83.60,5959.30,No,0,"49+ Months","High charge",6019.20
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.05,5295.70,No,0,"49+ Months","High charge",5348.70
4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",80.10,4693.20,No,0,"49+ Months","High charge",4725.90
7054-DMVAS,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,"Two year",Yes,"Bank transfer (automatic)",65.30,3512.90,No,0,"49+ Months","Medium charge",3526.20
3428-MMGUB,Male,0,No,No,60,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,"Two year",Yes,"Electronic check",89.55,5231.20,No,0,"49+ Months","High charge",5373.00
6549-BTYPG,Female,0,Yes,No,60,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",60.80,3603.45,No,0,"49+ Months","Medium charge",3648.00
7823-JSOAG,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",74.50,217.45,No,0,"0-12 Months","High charge",223.50
3705-RHRFR,Female,0,Yes,No,69,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"Two year",No,"Bank transfer (automatic)",99.15,6875.35,No,0,"49+ Months","High charge",6841.35
9374-YOLBJ,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.25,19.25,No,0,"0-12 Months","Low charge",19.25
9074-KGVOX,Male,0,Yes,Yes,50,No,"No phone service",DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",39.45,2021.35,No,0,"49+ Months","Medium charge",1972.50
6128-DAFVY,Female,0,No,No,56,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",44.85,2564.95,No,0,"49+ Months","Medium charge",2511.60
9933-QRGTX,Female,0,Yes,No,60,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",97.20,5611.75,No,0,"49+ Months","High charge",5832.00
4476-OSWTN,Male,1,Yes,No,69,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",110.55,7610.10,No,0,"49+ Months","High charge",7627.95
3751-KTZEL,Female,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,Yes,Month-to-month,No,"Mailed check",35.05,35.05,Yes,1,"0-12 Months","Medium charge",35.05
1977-STDKI,Female,1,No,No,1,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",73.00,73.00,Yes,1,"0-12 Months","High charge",73.00
5066-GFJMM,Female,0,Yes,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.90,45.75,No,0,"0-12 Months","Low charge",59.70
2661-GKBTK,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",76.95,4543.95,No,0,"49+ Months","High charge",4617.00
0458-HEUZG,Female,0,No,No,13,No,"No phone service",DSL,No,No,Yes,Yes,No,No,"Two year",No,"Mailed check",35.40,450.40,No,0,"13-24 Months","Medium charge",460.20
7268-WNTCP,Male,0,Yes,Yes,62,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.45,1297.35,No,0,"49+ Months","Low charge",1267.90
0824-VWDPO,Female,0,No,No,45,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",96.75,4442.75,No,0,"25-48 Months","High charge",4353.75
8409-WQJUX,Female,0,No,No,25,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",54.20,1423.15,No,0,"25-48 Months","Medium charge",1355.00
2578-JQPHZ,Male,0,No,No,44,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",100.10,4378.35,No,0,"25-48 Months","High charge",4404.40
3278-FSIXX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.25,74.20,No,0,"0-12 Months","Medium charge",90.50
5813-UECBU,Male,1,No,No,33,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",83.85,2716.30,Yes,1,"25-48 Months","High charge",2767.05
0328-GRPMV,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.10,70.10,Yes,1,"0-12 Months","High charge",70.10
9746-UGFAC,Female,0,No,No,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.85,450.65,No,0,"13-24 Months","Low charge",458.70
2946-KIQSP,Female,0,No,No,35,No,"No phone service",DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,"Mailed check",33.45,1175.85,No,0,"25-48 Months","Low charge",1170.75
0625-AFOHS,Female,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.20,558.80,No,0,"25-48 Months","Low charge",585.80
6726-WEXXK,Male,1,Yes,No,27,Yes,Yes,"Fiber optic",Yes,No,Yes,No,No,No,"One year",Yes,"Electronic check",85.90,2220.10,No,0,"25-48 Months","High charge",2319.30
4636-OLWOE,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,"One year",Yes,"Electronic check",61.00,3283.05,No,0,"49+ Months","Medium charge",3294.00
4342-HENTK,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.65,142.35,Yes,1,"0-12 Months","High charge",141.30
4685-ERGHK,Male,0,No,No,57,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,"One year",Yes,"Electronic check",86.90,4939.25,No,0,"49+ Months","High charge",4953.30
0885-HMGPY,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Bank transfer (automatic)",69.40,4237.50,No,0,"49+ Months","Medium charge",4302.80
5003-OKNNK,Female,0,Yes,Yes,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.35,335.95,No,0,"13-24 Months","Low charge",305.25
4195-SMMNX,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.35,33.20,Yes,1,"0-12 Months","Low charge",40.70
7208-PSIHR,Female,0,Yes,No,70,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.30,7188.50,No,0,"49+ Months","High charge",7301.00
4012-ZTHBR,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.95,926.25,No,0,"13-24 Months","Medium charge",943.95
0489-WMEMG,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,"One year",Yes,"Electronic check",49.45,1119.35,No,0,"13-24 Months","Medium charge",1137.35
7435-ZNUYY,Male,0,No,No,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,116.60,No,0,"0-12 Months","Low charge",123.60
1354-YZFNB,Male,0,Yes,Yes,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.55,68.80,No,0,"0-12 Months","Low charge",78.20
6956-SMUCM,Female,0,No,No,3,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.00,287.40,Yes,1,"0-12 Months","High charge",297.00
2985-FMWYF,Female,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.50,2341.55,No,0,"13-24 Months","High charge",2150.50
2812-ENYMO,Male,0,No,No,26,No,"No phone service",DSL,Yes,No,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",54.55,1362.85,No,0,"25-48 Months","Medium charge",1418.30
2717-HVIZY,Female,0,No,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.05,163.60,No,0,"0-12 Months","Low charge",160.40
3223-WZWJM,Male,0,No,No,26,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",83.95,2254.20,Yes,1,"25-48 Months","High charge",2182.70
3422-GALYP,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",79.45,145.15,No,0,"0-12 Months","High charge",158.90
9053-JZFKV,Male,0,No,No,67,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",116.20,7752.30,Yes,1,"49+ Months","High charge",7785.40
2530-ENDWQ,Female,0,Yes,No,71,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",93.70,6585.35,Yes,1,"49+ Months","High charge",6652.70
2890-WFBHU,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",79.85,4786.10,No,0,"49+ Months","High charge",4711.15
0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",No,"Electronic check",100.00,3835.55,No,0,"25-48 Months","High charge",3900.00
7977-HXJKU,Male,0,No,Yes,21,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.60,397.00,No,0,"13-24 Months","Low charge",411.60
6615-ZGEDR,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.70,19.70,Yes,1,"0-12 Months","Low charge",19.70
7033-CLAMM,Female,0,Yes,Yes,48,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.20,1027.25,No,0,"25-48 Months","Low charge",969.60
4023-RTIQM,Female,1,Yes,No,31,No,"No phone service",DSL,Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Credit card (automatic)",50.40,1580.10,No,0,"25-48 Months","Medium charge",1562.40
0864-FVJNJ,Female,0,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Electronic check",113.35,7222.75,No,0,"49+ Months","High charge",7254.40
7356-IWLFW,Male,0,Yes,Yes,46,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.00,3769.70,No,0,"25-48 Months","High charge",3680.00
9541-PWTWO,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.95,4233.95,No,0,"49+ Months","High charge",4209.40
3967-VQOGC,Female,0,Yes,Yes,67,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",24.90,1680.25,No,0,"49+ Months","Low charge",1668.30
7872-RDDLZ,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",54.90,3725.50,No,0,"49+ Months","Medium charge",3678.30
9250-WYPLL,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.55,413.65,Yes,1,"0-12 Months","High charge",377.75
6308-CQRBU,Female,0,Yes,No,71,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",109.25,7707.70,No,0,"49+ Months","High charge",7756.75
2754-XBHTB,Female,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",77.65,714.15,Yes,1,"0-12 Months","High charge",698.85
1597-LHYNC,Female,1,No,No,26,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",95.00,2497.20,Yes,1,"25-48 Months","High charge",2470.00
0186-CAERR,Male,0,No,No,71,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",116.30,8309.55,No,0,"49+ Months","High charge",8257.30
3043-SUDUA,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",19.90,601.55,No,0,"25-48 Months","Low charge",636.80
5442-BHQNG,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.35,139.25,No,0,"0-12 Months","High charge",140.70
2169-RRLFW,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.60,1888.25,No,0,"49+ Months","Low charge",1817.60
5872-OEQNH,Female,0,No,No,60,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,"One year",Yes,"Electronic check",44.45,2773.90,No,0,"49+ Months","Medium charge",2667.00
3162-KKZXO,Female,1,No,No,55,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",100.15,5409.75,No,0,"49+ Months","High charge",5508.25
7055-VKGDA,Male,0,No,No,54,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",105.40,5643.40,Yes,1,"49+ Months","High charge",5691.60
